"Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Windspitze","Niederschlagsmenge","Niederschlagsform","Sonnenscheindauer","Relative_Feuchte","Max-Temperatur","Min_Temperatur","Min_Temperatur_Boden","Uebernachtungen","Ankuenfte","Aufenthaltsdauer","Schleswig-Holstein.Feiertage","Baden-Wuerttemberg.Ferien","Bayern.Ferien","Berlin.Ferien","Brandenburg.Ferien","Bremen.Ferien","Hamburg.Ferien","Hessen.Ferien","Mecklenburg-Vorpommern.Ferien","Niedersachsen.Ferien","Nordrhein-Westfalen.Ferien","Rheinland-Pfalz.Ferien","Saarland.Ferien","Sachsen.Ferien","Sachsen-Anhalt.Ferien","Schleswig-Holstein.Ferien","Thueringen.Ferien","Wettergruppe","Wochentag","Warenname","Monat","KalenderWoche","Wochenende","Windchill"
2013-07-13,4,74.2744737887665,0,1,20.125,12,10,0,4,8.7,84,21.9,10,8.7,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,"Nischt","Samstag","Konditorei","Jul","28",1,19.4342302762483
2013-07-14,4,115.271617188867,0,5,17.6875,15,11.9,0,0,6.2,79,19.2,11.3,9.9,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,"Dunst, Rauch, Staub oder Sand","Sonntag","Konditorei","Jul","28",1,15.8645426274501
2013-07-15,4,99.4935305857439,0,6,18.7375,12,9.3,0,0,7.9,80,21,10.5,9.3,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Montag","Konditorei","Jul","29",0,17.5669279030409
2013-07-16,4,91.7796976081033,0,1,21.1875,10,8.1,0,0,9.2,79,23.5,13.3,11.7,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Dienstag","Konditorei","Jul","29",0,21.0200835724855
2013-07-18,4,89.2058404577425,0,1,23.25,11,10.2,0,0,13.2,74,25.2,12.3,9.8,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Dunst, Rauch, Staub oder Sand","Donnerstag","Konditorei","Jul","29",0,23.6942000374161
2013-07-19,4,62.0636098816993,0,3,22.475,16,12.2,0,0,9,79,25,12.9,11.3,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Dunst, Rauch, Staub oder Sand","Freitag","Konditorei","Jul","29",0,22.3853041569618
2013-07-20,4,69.9369965472912,0,0,23.1875,8,5.6,0,0,15.6,63,24.9,10.5,9.2,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Samstag","Konditorei","Jul","29",1,23.8054600050436
2013-07-21,4,82.6826868784511,0,0,26.375,8,7.6,0,0,15.7,63,29.1,11.3,9.1,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"Nischt","Sonntag","Konditorei","Jul","29",1,27.9501869607715
2013-07-22,4,99.3353908053911,0,0,26.1,9,6.7,0,0,15.6,69,27.4,12.9,10.2,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Montag","Konditorei","Jul","30",0,27.5593383470643
2013-07-23,4,70.5290024618065,0,0,24.95,12,10.1,0,0,15.3,71,26.7,12.9,9.9,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Dienstag","Konditorei","Jul","30",0,25.9277322227171
2013-07-24,4,83.5816326885927,0,3,24.075,11,7.6,2.1,4,10.3,60,24.8,14.9,11.1,68368,34429,1.98576781201894,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Mittwoch","Konditorei","Jul","30",0,24.7962265856751
2013-07-25,4,65.8902979709521,0,2,23.0875,9,6.8,0.1,4,8.2,83,25,16.2,14.4,68368,34429,1.98576781201894,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Donnerstag","Konditorei","Jul","30",0,23.6032628068631
2013-07-26,4,53.1984562311259,0,3,27.2625,6,6,0,4,6.6,74,29.1,16.8,13.9,68368,34429,1.98576781201894,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Nischt","Freitag","Konditorei","Jul","30",0,29.1473699736483
2013-08-01,4,60.5614573229725,0,6,23.4,7,7.9,0,4,5.3,83,27.6,14.5,12.5,74153,38440,1.92905827263267,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Aug","31",0,24.1574786396949
2013-08-02,4,68.1222020855149,0,0,31.4375,7,6.8,0,0,15,62,33.4,18.2,15.2,74153,38440,1.92905827263267,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Nischt","Freitag","Konditorei","Aug","31",0,34.4933629108665
2013-08-03,4,51.2749992906831,0,4,23.3625,11,13.7,2.3,4,7.1,74,26.2,15,12.3,74153,38440,1.92905827263267,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,"Regen","Samstag","Konditorei","Aug","31",1,23.844476384906
2013-08-04,4,67.1568816245378,0,3,23.05,8,7,0,0,11.3,74,24.9,13,10.7,74153,38440,1.92905827263267,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,"Nischt","Sonntag","Konditorei","Aug","31",1,23.6266678618554
2013-08-06,4,69.705360420462,0,5,22.225,13,11.8,0,0,9.5,72,24.1,15.2,13.9,74153,38440,1.92905827263267,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,"Nischt","Dienstag","Konditorei","Aug","32",0,22.2001939357346
2013-08-07,4,83.1094116270633,0,4,19.2125,8,8.1,13.4,4,8.7,75,20.4,10.4,8.7,74153,38440,1.92905827263267,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,"Nischt","Mittwoch","Konditorei","Aug","32",0,18.6367416837831
2013-08-08,4,96.7720958104522,0,7,16.975,12,11.5,0,4,0.8,87,20,14.9,13.9,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Donnerstag","Konditorei","Aug","32",0,15.1949492127505
2013-08-09,4,81.4817797241125,0,4,20.3375,10,7.3,0.2,4,9.4,71,22.7,12.4,9.5,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Konditorei","Aug","32",0,19.8938507971026
2013-08-10,4,59.9811123644503,0,7,19.3625,12,15,1.2,4,4.5,79,21.5,15.2,14.2,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Regen","Samstag","Konditorei","Aug","32",1,18.4080550981794
2013-08-11,4,60.7087857619079,0,7,16.3875,9,9.6,11.1,4,3.1,84,19,12.9,11.3,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Regen","Sonntag","Konditorei","Aug","32",1,14.8046881614365
2013-08-12,4,97.7406166426712,0,7,16.45,11,12,2.9,4,2.3,87,18.8,12,10.4,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Regen","Montag","Konditorei","Aug","33",0,14.6108297002509
2013-08-13,4,113.863641914766,0,3,16.4,16,14.1,5.2,4,9.2,82,19.2,10.7,9,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Gewitter","Dienstag","Konditorei","Aug","33",0,14.0022794216758
2013-08-14,4,105.567865241887,0,4,18.2625,18,13.4,0,4,10.2,74,19.9,11.3,8.6,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Regen","Mittwoch","Konditorei","Aug","33",0,16.4221368930836
2013-08-15,4,59.7561020638342,0,3,19.8,8,8.1,0.1,4,7.7,75,21.4,10,7.5,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Nischt","Donnerstag","Konditorei","Aug","33",0,19.4006717501329
2013-08-16,4,75.2564619591539,0,4,23.575,11,10.5,8.2,4,5.5,80,25.9,16,15.1,74153,38440,1.92905827263267,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,"Bewölkung","Freitag","Konditorei","Aug","33",0,24.1283317079424
2013-08-17,4,96.5293135082104,0,6,20.55,7,7.9,0.2,4,3.9,83,23.4,15.5,15,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,"Bewölkung","Samstag","Konditorei","Aug","33",1,20.4924994580041
2013-08-18,4,150.122396942697,0,7,18.5875,10,12.5,1,4,0.7,85,21,13.6,10.7,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Regen","Sonntag","Konditorei","Aug","33",1,17.5751362595495
2013-08-19,4,107.407999333161,0,5,18.4875,8,6.9,0,0,5.5,80,20.1,10.9,9,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Montag","Konditorei","Aug","34",0,17.694019474245
2013-08-20,4,64.5022565329893,0,7,17.775,8,7.7,0,4,4.7,81,19.5,9.7,7.2,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Regen","Dienstag","Konditorei","Aug","34",0,16.7675510959058
2013-08-21,4,65.9210119267558,0,5,20.125,8,6.8,0,0,9.6,76,22.2,10.7,7.5,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Mittwoch","Konditorei","Aug","34",0,19.8232713613051
2013-08-22,4,111.144301377526,0,4,21.6625,8,6.5,0,0,7.2,70,22.6,14.3,10.8,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Donnerstag","Konditorei","Aug","34",0,21.8224925987739
2013-08-23,4,94.2272902889274,0,1,22.0375,14,11,0,0,12.4,70,23.4,14.1,9.8,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Nischt","Freitag","Konditorei","Aug","34",0,21.8880143015951
2013-08-24,4,124.737464409769,0,0,20.85,16,13.6,0,0,13.5,73,22.1,14.3,12.1,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Dunst, Rauch, Staub oder Sand","Samstag","Konditorei","Aug","34",1,20.1429312853832
2013-08-25,4,141.066888354584,0,0,21.3875,16,12.4,0,0,13.5,73,22.6,16.2,14.5,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Dunst, Rauch, Staub oder Sand","Sonntag","Konditorei","Aug","34",1,20.8846392352131
2013-08-26,4,104.448858869003,0,0,20.125,15,11.6,0,0,13.5,68,21.1,14.7,11.6,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Dunst, Rauch, Staub oder Sand","Montag","Konditorei","Aug","35",0,19.2091106635484
2013-08-27,4,89.3398068106772,0,1,21.0875,12,9.2,0,0,11.1,76,22.7,12.5,9.8,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Nischt","Dienstag","Konditorei","Aug","35",0,20.7295661567615
2013-08-28,4,87.5160458910728,0,0,21.3,7,7.6,0,0,11.1,75,23.2,11.1,8.2,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Nischt","Mittwoch","Konditorei","Aug","35",0,21.4569676637122
2013-08-29,4,67.1751319746152,0,3,20.2125,11,9.3,0,0,8.5,77,21.6,8.9,7.5,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Nischt","Donnerstag","Konditorei","Aug","35",0,19.6367386551897
2013-08-30,4,77.9353068130843,0,6,19.7875,8,8.7,0,4,0.8,84,21.9,12.5,10.6,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Freitag","Konditorei","Aug","35",0,19.384417918934
2013-08-31,4,86.0077280021026,0,5,18.35,16,13.1,1.6,4,3.7,81,20.3,10,8,74153,38440,1.92905827263267,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Konditorei","Aug","35",1,16.6931268675701
2013-09-01,4,139.776992842103,0,7,15.8625,16,15.5,8.3,4,3.9,79,17.5,10,7.4,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Sep","35",1,13.2605714718459
2013-09-02,4,97.5577291094531,0,7,16.575,17,14.2,4.8,4,0,96,17.4,12.6,12.1,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Regen","Montag","Konditorei","Sep","36",0,14.1543104435501
2013-09-03,4,66.7042185386037,0,7,18.225,11,9.5,0,4,0.7,89,20.1,11.1,9.2,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Dienstag","Konditorei","Sep","36",0,16.9818565162021
2013-09-04,4,102.369988965095,0,7,18.125,5,4.3,0,4,2.4,90,19.2,10,8,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Konditorei","Sep","36",0,17.7414942551202
2013-09-05,4,64.7180977987766,0,0,21.7,8,7.4,0,0,12.3,78,23.5,14.8,13.3,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Konditorei","Sep","36",0,21.8712540923707
2013-09-06,4,79.6716952926438,0,0,24.7,9,8.4,0,0,12.4,66,26.7,15.9,12.8,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Freitag","Konditorei","Sep","36",0,25.720830212199
2013-09-07,4,65.0128197234662,0,6,22.7625,7,5.8,0,0,6.4,66,24.5,16.2,12.7,59520,29594,2.01121849023451,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Sep","36",1,23.337680664843
2013-09-08,4,115.868951321453,0,7,20.1625,8,8.9,0.8,4,1.1,76,21.4,13.7,13,59520,29594,2.01121849023451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Sonntag","Konditorei","Sep","36",1,19.8720328549019
2013-09-09,4,78.4321446410245,0,8,11.575,11,10.9,17.2,4,0,96,13.9,10,8.2,59520,29594,2.01121849023451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Montag","Konditorei","Sep","37",0,8.09885464235678
2013-09-10,4,75.320737395332,0,6,13.5875,11,8.7,1.8,4,3.3,93,14.2,8.2,5.7,59520,29594,2.01121849023451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Sep","37",0,10.787131525231
2013-09-11,4,84.1743682721035,0,6,13.9,8,6.7,0.1,4,1.1,90,15,9.4,7.7,59520,29594,2.01121849023451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Sep","37",0,11.7288634242366
2013-09-12,4,79.9069125959926,0,6,16.1125,6,4.9,0.2,4,1.9,89,18,8.3,7.1,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Sep","37",0,14.9894366768945
2013-09-13,4,60.0423801030524,0,6,17.4375,5,6.2,0,4,3.3,90,20,11.5,8.5,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Konditorei","Sep","37",0,16.8813410048582
2013-09-14,4,68.6316728927997,0,5,17.625,10,10.9,6,4,4.1,91,19.7,11.7,7.7,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Samstag","Konditorei","Sep","37",1,16.2998432638953
2013-09-15,4,150.947116904365,0,7,14.8625,10,12.4,6.7,4,4,84,16.4,11.3,9.9,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Konditorei","Sep","37",1,12.6395867439008
2013-09-16,4,68.5094924358894,0,3,13.1375,13,15.1,1.9,4,4.8,86,14.7,7.5,6,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Montag","Konditorei","Sep","38",0,9.88536646297806
2013-09-17,4,88.0432401860715,0,5,13.1375,10,14,3.7,4,6.5,84,15.1,6.8,5.4,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Dienstag","Konditorei","Sep","38",0,10.3539966997413
2013-09-18,4,81.9233275996418,0,4,13.05,9,6.9,0,0,6.1,84,15,7.1,4.7,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Konditorei","Sep","38",0,10.4218160899274
2013-09-19,4,56.2795004974713,0,5,14.8375,11,10.5,1.3,4,6.4,85,17.3,5.2,3.9,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Donnerstag","Konditorei","Sep","38",0,12.4568687195629
2013-09-20,4,87.4952661591497,0,7,13.525,6,4.9,0,0,0.6,93,14.2,9.3,6.9,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Freitag","Konditorei","Sep","38",0,11.7039073131859
2013-09-21,4,48.2782247656494,0,7,15.35,9,8.4,0,0,1.1,86,17.3,9.2,6.8,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Sep","38",1,13.4422223114917
2013-09-22,4,181.071825652617,0,6,17.1375,14,13.2,0.1,4,1.9,88,18.6,12.3,11.3,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Konditorei","Sep","38",1,15.2049536015841
2013-09-23,4,72.8638989817766,0,7,17.3125,14,13.2,0,4,1.3,86,18.3,13.9,13.1,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Montag","Konditorei","Sep","39",0,15.4436343408702
2013-09-24,4,91.9109696976559,0,8,15.7375,10,8.7,0,0,1.8,82,16.9,8.9,4.4,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Dienstag","Konditorei","Sep","39",0,13.7989440126773
2013-09-25,4,83.2754466610357,0,6,13.5375,7,9.3,16.7,4,1.3,84,15.1,8.6,4.4,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Regen","Mittwoch","Konditorei","Sep","39",0,11.4747217346335
2013-09-26,4,52.9418817206733,0,1,12.9875,12,13.3,1,4,9.2,80,13.8,6,3.8,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Donnerstag","Konditorei","Sep","39",0,9.82855770776721
2013-09-27,4,93.9440670728549,0,5,13.0125,8,8.6,0.7,4,4.3,88,15,5.7,3.2,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Freitag","Konditorei","Sep","39",0,10.5748414091124
2013-09-28,4,98.4375774152303,0,0,13.1,8,6.8,0,0,9.9,81,14.2,4,1.7,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Sep","39",1,10.688618227505
2013-09-29,4,148.939102156167,0,3,14.175,12,11.9,0,0,9.8,79,15.3,5.7,1.7,59520,29594,2.01121849023451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nischt","Sonntag","Konditorei","Sep","39",1,11.4266993785303
2013-09-30,4,98.1860676233875,0,1,12.825,14,11.9,0,0,10.1,74,13.9,8.2,5.1,59520,29594,2.01121849023451,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Nischt","Montag","Konditorei","Sep","40",0,9.32317824060497
2013-10-01,4,67.6549909234488,0,0,12.9125,13,10.2,0,0,9.9,74,13.7,5.1,2,51440,24341,2.11330676636128,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Dienstag","Konditorei","Okt","40",0,9.5804601431574
2013-10-02,4,119.813127526207,0,1,12.7,10,9.8,0,0,10.2,75,13.9,5.9,1.8,51440,24341,2.11330676636128,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Nischt","Mittwoch","Konditorei","Okt","40",0,9.77431806535302
2013-10-03,4,148.994652688514,0,0,11.7625,12,13.2,0,0,9.6,63,13.5,5.2,3,51440,24341,2.11330676636128,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,"Dunst, Rauch, Staub oder Sand","Donnerstag","Konditorei","Okt","40",0,8.17994840529584
2013-10-04,4,74.562061444226,0,5,11.2,8,11.6,1.3,4,2.5,65,12.4,5.8,4.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Regen","Freitag","Konditorei","Okt","40",0,8.21803588526718
2013-10-05,4,66.2032518834826,0,7,15.575,8,6.7,0,4,0.2,90,16.4,10.7,9.2,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Samstag","Konditorei","Okt","40",1,13.9068768048936
2013-10-06,4,129.952199872951,0,7,15.25,6,6.2,0,0,0.4,91,16,7.8,4.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Sonntag","Konditorei","Okt","40",1,13.894260222325
2013-10-07,4,70.2008226210611,0,1,16.275,7,8,0,0,6.8,87,17.8,9,5.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Montag","Konditorei","Okt","41",0,14.995030685468
2013-10-08,4,73.2079831960351,0,6,15.1125,8,9.3,0,4,2.1,83,16.7,9.1,4.1,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Regen","Dienstag","Konditorei","Okt","41",0,13.3054850505331
2013-10-09,4,101.892689553858,0,7,14.3125,10,11.1,0.8,4,0.1,89,15.7,9.8,8.9,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Mittwoch","Konditorei","Okt","41",0,11.9108478892412
2013-10-10,4,70.9668372971161,0,5,10.975,6,9.2,0.4,4,3.2,85,12.1,7.4,5.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Nischt","Donnerstag","Konditorei","Okt","41",0,8.46599431706735
2013-10-11,4,75.3024074738754,0,7,13.8625,20,17.3,0,0,0.8,89,14.5,11.9,10.7,51440,24341,2.11330676636128,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,"Trockenereignisse","Freitag","Konditorei","Okt","41",0,10.0923651616736
2013-10-12,4,85.8339467852549,0,8,13.025,21,16.5,9.8,4,0,91,13.4,11.6,11.2,51440,24341,2.11330676636128,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,"Regen","Samstag","Konditorei","Okt","41",1,8.81718711924241
2013-10-13,4,149.25084502852,0,5,10.8625,5,6.9,0,0,1.5,91,11.9,5.5,1.6,51440,24341,2.11330676636128,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"Nischt","Sonntag","Konditorei","Okt","41",1,8.65514810235162
2013-10-14,4,52.4609987818665,0,2,12.525,6,5.5,0.1,4,5.9,86,14.8,4.8,1.3,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Montag","Konditorei","Okt","42",0,10.4341375107865
2013-10-15,4,93.0578771174161,0,7,10.6625,4,7.5,10.7,4,0,99,11.7,8,6.2,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Regen","Dienstag","Konditorei","Okt","42",0,8.80271495952757
2013-10-16,4,91.1515914626467,0,8,12.275,7,9.6,0.6,4,0.2,89,13.2,9.9,9.2,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Mittwoch","Konditorei","Okt","42",0,9.85120025502491
2013-10-17,4,85.6188586141792,0,7,12,15,14.5,7,4,0,93,12.5,10,8.7,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Regen","Donnerstag","Konditorei","Okt","42",0,8.06055054322095
2013-10-18,4,65.0176982906717,0,1,9.075,9,10.5,0,0,7.3,78,10.4,3.1,-0.6,51440,24341,2.11330676636128,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,"Nischt","Freitag","Konditorei","Okt","42",0,5.20176620700637
2013-10-19,4,61.589080615236,0,7,9.45,9,8.4,4.7,4,0,84,10.6,4.4,0.1,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Nischt","Samstag","Konditorei","Okt","42",1,5.694223743131
2013-10-20,4,124.018841960182,0,7,15.1875,8,9.4,7.6,4,0.3,93,15.9,10.4,10,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ereignisse der letzten Stunde, aber nicht zur Beobachtungszeit","Sonntag","Konditorei","Okt","42",1,13.4030080377267
2013-10-21,4,71.2443638417337,0,7,14.2625,8,9.3,0.2,4,0.2,92,14.9,12.1,10.6,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Montag","Konditorei","Okt","43",0,12.2002245290057
2013-10-22,4,96.9923094777322,0,2,17.6375,7,8.2,0.1,4,6.8,85,18.9,12.4,10.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Nischt","Dienstag","Konditorei","Okt","43",0,16.7471479258377
2013-10-23,4,94.6638761998211,0,6,17.675,9,14.7,0.3,4,0.4,83,18.5,13,11.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Nischt","Mittwoch","Konditorei","Okt","43",0,16.4954590354644
2013-10-24,4,95.9995140166535,0,5,12.6875,12,13.3,0.1,4,3,83,14.5,7.3,4.4,51440,24341,2.11330676636128,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,"Regen","Donnerstag","Konditorei","Okt","43",0,9.42481665410075
